IMP,Year,Shipping_From,Ship_via,Customer,FLT#/Vessle#,Original_Need_Date,CEB_authorized_date,Forwarder,Gross_weight(kg),Pickup_day,ETD_port,ETA_Santos_or_VCP,Sailing_TAT,DI_register_date,Customs_clearance_date,Clearance_TAT,KPI_expect_arrive_CEB_date,FIRM_ARRIVAL_on_CEB,CEB_LGC_estimated_receiving_date,Door_to_Door_TAT,International_Transportation_Cost_(USD),Channel
BSP1800775,2018,CQ,Air,ABO,KLM,,09/18/18,Weida,187,09/19/18,09/24/18,09/26/18,7,09/26/18,09/26/18,2,09/19/18,09/28/18,09/27/18,9,1411.28,Green
BSP1800771,2018,MEMPHIS,Air,ABO,FEDEX,,09/18/18,FEDEX,1.36,09/18/18,09/19/18,09/20/18,2,09/24/18,09/24/18,4,09/18/18,09/24/18,09/24/18,6,27.02,Green
BSP1800772,2018,VIETNAM,Air,ABO,FEDEX,,09/18/18,FEDEX,19,09/17/18,09/17/18,09/19/18,2,,09/21/18,6,09/17/18,09/25/18,,8,222.72,Green
BSP1800770,2018,MIA,Air,A31,ATLAS,,09/18/18,DHL,39,09/17/18,09/17/18,09/18/18,1,09/19/18,09/19/18,1,09/17/18,09/19/18,09/19/18,2,511.48,Green
IMP1800778,2018,CD,Air,A31,EMIRATES,,09/19/18,Asia Shipping,16.5,09/26/18,09/29/18,43141,6,43141,43141,1,09/26/18,43169,43169,7,675.68,Green
BSP1800769,2018,WUXI,Air,ABO,FEDEX,,09/17/18,FEDEX,7.2,09/19/18,09/21/18,09/21/18,2,09/24/18,09/24/18,3,09/19/18,09/24/18,09/24/18,5,117.58,Green
BSP1800768,2018,MALAYSIA,Air,ABO,EMIRATES,,09/17/18,Agility,2517,09/18/18,09/20/18,09/25/18,7,09/28/18,09/28/18,4,09/18/18,09/29/18,09/29/18,11,13401.08,Green
BSP1800767,2018,MALAYSIA,Air,ABO,FEDEX,,09/17/18,FEDEX,9.72,09/17/18,09/19/18,09/19/18,2,09/28/18,09/28/18,10,09/17/18,09/29/18,09/29/18,12,122.49,Green
BSP1800766,2018,VIETNAM,Air,ABO,FEDEX,,09/15/18,FEDEX,23.85,09/14/18,09/15/18,09/17/18,3,09/28/18,09/28/18,11,09/14/18,09/28/18,43110,14,299.52,Green
IMP1800773,2018,KS,Air,A31,LATAM CARGO,,09/18/18,Asia Shipping,33,09/20/18,09/26/18,43141,12,43141,43141,0,09/20/18,43141,43141,12,781.46,Green
BSP1800765,2018,KS,Sea,ABO,MAERSK LA PAZ,,09/14/18,Weida,10744.2,09/21/18,09/29/18,10/27/18,36,10/30/18,10/30/18,4,11/15/18,10/31/18,43231,40,4200,Green
IMP1800774,2018,CQ,Sea,ABO,ANTHEA Y,,09/18/18,Asia Shipping,3460.83,09/19/18,09/23/18,10/26/18,37,10/29/18,10/29/18,4,11/13/18,10/30/18,43111,41,1763,Green
IMP1800762,2018,CQ,Sea,ABO,ANTHEA Y,,09/13/18,Asia Shipping,20355.2,09/18/18,09/23/18,10/25/18,37,10/29/18,10/29/18,5,43445,10/30/18,10/30/18,42,5289,Green
IMP1800763,2018,CQ,Sea,ABO,ANTHEA Y,,09/13/18,Asia Shipping,26150.09,09/17/18,09/23/18,10/25/18,38,10/29/18,10/29/18,6,43415,10/31/18,43111,44,8815,Green
IMP1800761,2018,CD,Air,A31,CARGOLUX,,09/13/18,Asia Shipping,166,09/14/18,09/19/18,09/23/18,9,09/24/18,09/24/18,1,09/14/18,09/24/18,09/24/18,10,1874.48,Green
BSP1800759,2018,VIETNAM,Air,ABO,FEDEX,,43443,FEDEX,21.5,43413,43413,09/14/18,3,09/17/18,09/17/18,3,43413,09/17/18,09/17/18,6,168.96,Green
BSP1800757,2018,MIA,Air,A31,ATLAS,,43443,DHL,6.4,43413,43413,43443,1,09/13/18,09/13/18,1,43413,09/13/18,09/13/18,2,493.15,Green
IMP1800764,2018,CD,Sea,A31,SAN FERNANDO,,09/13/18,Asia Shipping,1497.5,09/14/18,09/21/18,10/21/18,37,10/22/18,10/22/18,3,43323,10/24/18,10/24/18,40,4747,Green
IMP1800758,2018,CQ,Sea,ABO,CMA CGM JACQUES JUNIOR,,09/21/18,Asia Shipping,15104.61,09/25/18,09/30/18,43111,37,43231,43231,7,11/19/18,43323,43354,44,5289,Green
BSP1800755,2018,MEM,Air,ABO,FEDEX,,43413,FEDEX,16.25,43413,43413,09/14/18,3,09/17/18,09/17/18,3,43413,09/17/18,09/17/18,6,130.33,Green
BSP1800754,2018,MEM,Air,ABO,-,,43413,FEDEX,2.95,43382,43382,09/13/18,3,09/14/18,09/14/18,1,43382,09/14/18,09/14/18,4,82.27,Green
BSP1800753,2018,MIA,Air,A31,-,,43413,DHL,36,43290,43382,43413,4,09/13/18,09/13/18,2,43290,09/13/18,09/13/18,6,511.48,Green
BSP1800752,2018,MIA,Air,A31,FEDEX,,43413,DHL,30.5,43290,43382,43413,4,09/17/18,09/17/18,6,43290,09/17/18,09/17/18,10,511.48,Green
BSP1800751,2018,MIA,Air,A31,FEDEX,,43413,DHL,31,43290,43382,43413,4,09/17/18,09/17/18,6,43290,09/17/18,09/17/18,10,511.48,Green
BSP1800750,2018,CQ,Air,ABO,KLM,,43382,Weida,554,43443,09/17/18,09/19/18,7,09/28/18,09/28/18,12,43443,43110,43110,19,4141.76,Green
BSP1800749,2018,CD,Air,ABO,FEDEX,,43382,FEDEX,3.7,43382,43382,09/13/18,3,09/14/18,09/14/18,1,43382,09/14/18,09/14/18,4,93.14,Green
IMP1800748,2018,CD,Air,A31_Wistron,TAP CARGO,,43382,Asia Shipping,4.3,09/13/18,09/14/18,09/18/18,5,09/25/18,09/25/18,8,09/13/18,09/26/18,09/26/18,13,450.9,Green
BSP1800747,2018,MALAYSIA,Air,ABO,FEDEX,,43382,FEDEX,15.34,43290,43290,43382,3,43413,43413,1,43290,43413,43413,4,254.28,Green
BSP1800742,2018,CQ,Air,ABO,FEDEX,,43260,FEDEX,59.42,43260,43290,43382,4,43413,43413,1,43260,43413,43413,5,696.5,Green
BSP1800739,2018,VIETNAM,Air,ABO,FEDEX,,43229,FEDEX,20,43199,43199,43290,3,43382,43382,3,43199,43382,43382,6,199.68,Green
BSP1800738,2018,VIETNAM,Air,ABO,FEDEX,,43229,FEDEX,17,43199,43199,43290,3,43382,43382,3,43199,43382,43382,6,199.68,Green
BSP1800741,2018,VIETNAM,Air,ABO,FEDEX,,43229,FEDEX,2.8,43199,43199,43290,3,43382,43382,3,43199,43382,43382,6,82.27,Green
IMP1800744,2018,CQ,Sea,ABO,VALOR,,43260,Asia Shipping,2092.5,43382,09/16/18,10/18/18,38,10/23/18,10/23/18,6,43201,10/24/18,10/24/18,44,1963,Green
IMP1800745,2018,CQ,Sea,ABO_Wistron,SAN FERNANDO,,43260,Asia Shipping,4875,09/13/18,09/21/18,10/21/18,38,10/24/18,10/24/18,4,43292,10/25/18,10/29/18,42,2113,Green
IMP1800746,2018,CQ,Sea,ABO_Wistron,SAN FERNANDO,,43260,Asia Shipping,2106,09/13/18,09/21/18,10/21/18,38,10/24/18,10/24/18,4,43292,10/25/18,10/29/18,42,1963,Green
BSP1800737,2018,MIA,Air,A31,ATLAS,,43229,DHL,41,43199,43199,43229,1,43260,43260,1,43199,43260,43260,2,666.84,Green
IMP1800743,2018,CQ,Sea,ABO,SAN FRANCISCA,,43260,Asia Shipping,13355.5,43290,09/14/18,10/15/18,38,10/22/18,10/22/18,8,43111,10/23/18,10/22/18,46,5289,Green
BSP1800733,2018,CD,Air,ABO,FEDEX,,43168,FEDEX,51,43168,43168,43290,4,43382,43382,3,43168,43382,43382,7,533.96,Green
BSP1800732,2018,MALAYSIA,Air,ABO,FEDEX,,43168,FEDEX,8.4,43168,43199,43229,1,43260,43260,1,43168,43260,43260,3,283.63,Green
IMP1800734,2018,CQ,Air,ABO_Quanta,EMIRATES,,43199,Asia Shipping,128,43229,09/14/18,09/18/18,13,09/19/18,09/19/18,1,43229,09/19/18,09/19/18,14,3231.2,Green
BSP1800727,2018,KS,Sea,ABO,MSC SARA ELENA,,08/31/18,Weida,9394.84,43290,43443,10/13/18,36,10/15/18,10/15/18,4,43111,10/17/18,10/19/18,40,2100,Green
BSP1800726,2018,MALAYSIA,Air,ABO,EMIRATES,,08/31/18,Agility,1258,43168,43290,43413,8,43413,43413,1,43168,43443,43443,9,6713.84,Green
IMP1800740,2018,CQ,Sea,ABO_Quanta,SAN FRANCISCA,,43229,Asia Shipping,5032.9,43260,09/14/18,10/15/18,39,10/16/18,10/16/18,4,10/31/18,10/19/18,10/22/18,43,2113,Green
IMP1800736,2018,CQ,Sea,ABO_Quanta,SAN FRANCISCA,,43199,Asia Shipping,4293.5,43260,09/14/18,10/15/18,39,10/16/18,10/16/18,4,10/31/18,10/19/18,10/22/18,43,2113,Green
IMP1800735,2018,CQ,Sea,ABO_Quanta,SAN FRANCISCA,,43199,Asia Shipping,2276.3,43290,09/13/18,10/15/18,38,10/19/18,10/19/18,7,43111,10/22/18,10/23/18,45,2113,Green
IMP1800731,2018,CQ,Sea,ABO_Quanta,SAN FRANCISCA,,43168,Asia Shipping,4194.1,43260,09/14/18,10/15/18,39,10/22/18,10/22/18,8,10/31/18,10/23/18,10/22/18,47,2113,Green
IMP1800730,2018,CQ,Sea,ABO_Quanta,SAN FRANCISCA,,43168,Asia Shipping,2137.5,43290,09/14/18,10/15/18,38,10/22/18,10/22/18,8,43111,10/23/18,10/26/18,46,2113,Green
IMP1800729,2018,CQ,Sea,ABO_Quanta,SAN FRANCISCA,,43168,Asia Shipping,3685.6,43290,09/14/18,10/15/18,38,10/22/18,10/22/18,8,43111,10/23/18,10/26/18,46,2113,Green
IMP1800728,2018,CQ,Sea,ABO_Quanta,SAN FRANCISCA,,43168,Asia Shipping,3431.8,43260,09/14/18,10/15/18,39,10/22/18,10/22/18,8,10/31/18,10/23/18,10/22/18,47,2113,Green
IMP1800724,2018,CD,Air,A31_Wistron,EMIRATES,,08/30/18,Asia Shipping,5,43229,43290,43413,6,43413,43413,1,43229,43443,43443,7,484.76,Green
IMP1800723,2018,CD,Sea,A31_Wistron,VALOR,,08/30/18,DHL,831,43229,09/16/18,10/19/18,44,10/23/18,10/23/18,7,10/30/18,10/26/18,10/26/18,51,4541.88,Green
BSP1800722,2018,KS,Air,ABO,UPS,,08/30/18,CEVA,104.3,08/31/18,43199,43229,1,43260,43260,1,08/31/18,43260,43260,6,576.2,Green
BSP1800721,2018,CQ,Air,ABO,KLM,,08/29/18,Weida,78,08/30/18,43168,43229,2,43229,43229,0,08/30/18,43229,43229,6,785.35,Green
BSP1800718,2018,MIA,Air,A31,ATLAS,,08/29/18,DHL,35.5,08/27/18,08/28/18,08/30/18,2,08/31/18,08/31/18,1,08/27/18,08/31/18,08/31/18,4,511.48,Green
BSP1800717,2018,MIA,Air,A31,ATLAS,,08/29/18,DHL,25.5,08/27/18,08/28/18,08/30/18,2,08/31/18,08/31/18,1,08/27/18,08/31/18,08/31/18,4,511.48,Green
BSP1800716,2018,MIA,Air,A31,ATLAS,,08/29/18,DHL,29.5,08/28/18,08/28/18,08/30/18,2,08/31/18,08/31/18,1,08/28/18,08/31/18,08/31/18,3,511.48,Green
BSP1800714,2018,VIETNAM,Air,ABO,FEDEX,,08/28/18,FEDEX,21.3,08/27/18,08/28/18,08/30/18,2,08/31/18,08/31/18,1,08/27/18,08/31/18,08/31/18,4,168.96,Green
BSP1800710,2018,MIA,Air,A31,ATLAS,,08/28/18,DHL,21,08/25/18,08/27/18,08/28/18,1,08/29/18,08/29/18,1,08/25/18,08/29/18,08/29/18,4,505.24,Green
IMP1800725,2018,CQ,Sea,ABO,SYMI,,08/30/18,Asia Shipping,13644.34,43168,43290,43322,35,43383,43383,9,10/28/18,10/17/18,10/15/18,44,5289,Green
IMP1800720,2018,KS,Air,A31,LATAM CARGO,,08/29/18,Asia Shipping,119,08/31/18,43140,43321,6,43382,43382,2,08/31/18,43382,43382,10,1385.35,Green
IMP1800715,2018,CD,Air,A31,EMIRATES,,08/28/18,Asia Shipping,51.5,08/30/18,43109,43199,3,43199,43199,1,08/30/18,43229,43229,6,1288.4,Green
BSP1800709,2018,CD,Air,ABO,FEDEX,,08/27/18,FEDEX,24.9,08/27/18,08/28/18,08/31/18,3,43168,43168,3,08/27/18,43168,43168,7,338.79,Green
BSP1800708,2018,CD,Air,ABO,FEDEX,,08/27/18,FEDEX,20.2,08/27/18,08/28/18,08/31/18,3,43168,43168,3,08/27/18,43168,43168,7,266.17,Green
BSP1800706,2018,MALAYSIA,Air,ABO,FEDEX,,08/24/18,FEDEX,6800,08/23/18,08/24/18,08/29/18,5,08/29/18,08/29/18,0,08/23/18,08/29/18,08/29/18,6,582.68,Green
IMP1800701,2018,CD,Air,A31_Wistron,EMIRATES,,08/24/18,Asia Shipping,1600,08/27/18,43109,43199,3,43199,43199,1,08/27/18,43229,43229,9,578,Green
BSP1800698,2018,KUL,Air,ABO,MARTINAIR,,08/23/18,Agility,1262,08/22/18,08/28/18,08/31/18,3,43168,43168,3,08/22/18,43168,43168,12,6713.84,Green
IMP1800711,2018,CQ,Sea,ABO,COSCO SHIPPING THAMES,,08/28/18,Asia Shipping,20851.44,43109,43199,43291,36,43353,43353,3,10/26/18,43383,43414,39,7052,Green
IMP1800699,2018,CD,Air,A31,EMIRATES,,08/23/18,Asia Shipping,27.5,08/27/18,43109,43199,3,43199,43199,1,08/27/18,43229,43229,9,755.6,Green
IMP1800707,2018,CQ,Sea,ABO,CAP SAN LAZARO,,08/27/18,Asia Shipping,14644.58,08/23/18,43140,43230,43,43322,43322,6,10/17/18,43414,43383,49,5289,Green
IMP1800703,2018,CQ,Sea,ABO,CAP SAN LAZARO,,08/23/18,Asia Shipping,14315.52,08/28/18,43140,43230,38,43322,43322,5,10/22/18,43383,43383,43,5289,Green
BSP1800692,2018,CQ,Air,ABO,CATHAY PACIFIC,,08/21/18,Weida,3900,08/27/18,08/29/18,43109,3,43168,43168,2,08/27/18,43168,43168,7,638.95,Green
BSP1800695,2018,MEM,Air,ABO,,,08/22/18,FEDEX,1.36,08/21/18,08/22/18,08/24/18,2,08/27/18,08/27/18,3,08/21/18,08/27/18,08/27/18,6,27.02,Green
BSP1800696,2018,SHA,Air,ABO,TAMPA CARGO,,08/22/18,CEVA,4300,08/23/18,08/31/18,43140,2,43168,43168,1,08/23/18,43168,43168,11,432.6,Green
BSP1800690,2018,MIA,Air,A31,ATLAS,,08/21/18,DHL,17,08/19/18,08/20/18,08/21/18,2,43199,43199,15,08/19/18,43229,43229,17,493.54,Green
BSP1800694,2018,MIA,Air,A31,-,,08/22/18,DHL,16,08/19/18,08/21/18,08/22/18,1,43199,43199,14,08/19/18,43229,43229,17,493.54,Green
BSP1800689,2018,WUXI,Air,ABO,FEDEX,,08/20/18,FEDEX,4.7,08/22/18,08/23/18,08/24/18,1,08/27/18,08/27/18,3,08/22/18,08/27/18,08/27/18,5,99.25,Green
BSP1800688,2018,MALAYSIA,Air,ABO,FEDEX,,08/20/18,FEDEX,4.13,08/20/18,08/20/18,08/22/18,2,08/23/18,08/23/18,1,08/20/18,08/23/18,08/23/18,3,68.44,Green
BSP1800686,2018,MEM,Air,ABO,FEDEX,,08/18/18,FEDEX,28,08/17/18,08/17/18,08/20/18,3,08/21/18,08/21/18,1,08/17/18,08/21/18,08/21/18,4,326.25,Green
BSP1800687,2018,MEM,Air,ABO,FEDEX,,08/20/18,FEDEX,14.5,08/17/18,08/17/18,08/20/18,3,08/21/18,08/21/18,1,08/17/18,08/21/18,08/21/18,4,176.64,Green
BSP1800681,2018,CD,Air,ABO,FEDEX,,08/17/18,FEDEX,20,08/16/18,08/16/18,08/20/18,4,08/21/18,08/21/18,1,08/16/18,08/21/18,08/21/18,5,266.17,Green
BSP1800682,2018,CD,Air,ABO,FEDEX,,08/17/18,FEDEX,32.68,08/16/18,08/16/18,08/20/18,4,,43260,21,08/16/18,43382,,25,423.52,Red
BSP1800684,2018,MALAYSIA,Air,ABO,FEDEX,,08/17/18,FEDEX,62.98,08/17/18,08/17/18,08/22/18,5,43110,43110,41,08/17/18,43141,43110,46,547.9,Green
IMP1800697,2018,CQ,Sea,ABO,SYMI,,08/29/18,Asia Shipping,16242.76,43168,43290,43322,35,43383,43383,7,10/28/18,10/15/18,10/15/18,42,5289,Green
IMP1800691,2018,CQ,Sea,ABO_Wistron,NORTHERN JASPER,,08/21/18,Asia Shipping,2158.5,08/20/18,08/26/18,43110,42,43200,43200,8,10/14/18,43353,43322,50,1950,Green
IMP1800683,2018,CQ,Sea,ABO_Wistron,NORTHERN JASPER,,08/17/18,Asia Shipping,4590,08/20/18,08/26/18,43110,42,43200,43200,10,10/14/18,43414,43322,52,2100,Green
IMP1800677,2018,CD,Air,A31_Wistron,LUFTHANSA,,08/15/18,Asia Shipping,120,08/17/18,08/18/18,08/24/18,6,08/27/18,08/27/18,5,08/17/18,08/29/18,08/27/18,12,421.3,Green
BSP1800674,2018,MIA,Air,A31,-,,08/15/18,DHL,31,43320,08/14/18,08/15/18,1,08/16/18,08/16/18,1,43320,08/16/18,08/16/18,8,508.75,Green
BSP1800669,2018,CQ,Air,ABO,CATHAY PACIFIC,,08/14/18,Weida,1300,08/27/18,08/29/18,43109,3,43168,43168,2,08/27/18,43168,43168,7,559.65,Green
BSP1800668,2018,MEM,Air,ABO,-,,43381,FEDEX,9.8,43381,43412,08/15/18,4,08/16/18,08/16/18,1,43381,08/16/18,08/16/18,6,104.17,Green
BSP1800667,2018,MEM,Air,ABO,-,,08/14/18,FEDEX,25.5,43381,43412,08/15/18,4,08/16/18,08/16/18,1,43381,08/16/18,08/16/18,6,254.28,Green
BSP1800666,2018,MEM,Air,ABO,FEDEX,,08/14/18,FEDEX,47.9,08/13/18,08/13/18,08/17/18,4,43199,43199,19,08/13/18,43229,43229,23,557.19,Green
BSP1800665,2018,MEM,Air,ABO,-,,08/14/18,FEDEX,31.3,43381,43412,08/15/18,4,08/16/18,08/16/18,1,43381,08/16/18,08/16/18,6,312.97,Green
BSP1800664,2018,MIA,Air,A31,-,,08/14/18,DHL,32,43259,43412,08/13/18,2,08/14/18,08/14/18,1,43259,08/14/18,08/14/18,8,529.78,Green
BSP1800663,2018,MIA,Air,A31,-,,08/14/18,DHL,34.5,43228,43412,08/13/18,2,08/14/18,08/14/18,1,43228,08/14/18,08/14/18,9,511.48,Green
BSP1800662,2018,MIA,Air,A31,-,,08/14/18,DHL,28.5,43259,43412,08/13/18,2,08/14/18,08/14/18,1,43259,08/14/18,08/14/18,8,529.78,Green
BSP1800661,2018,MIA,Air,A31,-,,08/14/18,DHL,25,43259,43412,08/13/18,2,08/14/18,08/14/18,2,43259,08/15/18,08/15/18,9,559.23,Green
BSP1800660,2018,MIA,Air,A31,-,,08/14/18,DHL,14.5,43228,43412,08/13/18,2,08/14/18,08/14/18,1,43228,08/14/18,08/14/18,9,493.54,Green
BSP1800655,2018,KS,Sea,ABO,MSC GIULIA,,43381,Weida,16080600,08/20/18,08/23/18,09/23/18,34,09/24/18,09/24/18,3,10/14/18,09/26/18,09/26/18,37,6300,Green
IMP1800675,2018,CQ,Sea,ABO,CAP SAN VICENT,,08/15/18,Asia Shipping,18974.18,08/21/18,08/28/18,09/27/18,37,43141,43141,6,10/15/18,43169,43169,43,7000,Green
IMP1800673,2018,CD,Sea,A31,NORTHERN JASPER,,08/14/18,DHL,1088.5,08/16/18,08/27/18,43110,46,43169,43169,7,43383,43322,43322,53,4541.88,Green
IMP1800680,2018,CQ,Air,ABO,EMIRATES,,08/15/18,Asia Shipping,397.5,08/17/18,08/25/18,08/30/18,5,08/31/18,08/31/18,1,08/17/18,08/31/18,08/31/18,14,7341.26,Green
IMP1800670,2018,KS,Sea,A31,KOTA LAJU,,08/14/18,Asia Shipping,464,08/14/18,08/22/18,09/23/18,40,09/28/18,09/28/18,8,43322,43110,43110,48,2584,Green
IMP1800672,2018,CD,Air,A31,,,08/14/18,Asia Shipping,73,08/14/18,08/17/18,08/21/18,4,08/21/18,08/21/18,0,08/14/18,08/21/18,08/21/18,7,1501.52,Green
BSP1800653,2018,CQ,Air,ABO,TAMPA,,43351,Weida,32900,08/15/18,08/18/18,08/22/18,4,08/23/18,08/23/18,1,08/15/18,08/23/18,08/23/18,8,2624,Green
IMP1800652,2018,CD,Air,A31_Wistron,EMIRATES,,43351,Asia Shipping,45,43412,08/19/18,08/24/18,5,08/27/18,08/27/18,3,43412,08/27/18,08/27/18,16,800,Green
IMP1800658,2018,CQ,Sea,ABO,CMA CGM CARL ANTOINE,,43381,DHL,19079.84,08/13/18,08/23/18,09/26/18,44,09/27/18,09/27/18,5,43291,43110,43141,49,7300,Green
IMP1800657,2018,CQ,Sea,ABO,CMA CGM CARL ANTOINE,,43381,DHL,17120.5,08/13/18,08/23/18,09/26/18,44,09/28/18,09/28/18,6,43291,43141,43169,50,7300,Green
IMP1800656,2018,KS,Air,A31,LATAM,,43381,Asia Shipping,,08/14/18,08/17/18,08/23/18,9,08/24/18,08/24/18,1,08/14/18,08/24/18,08/24/18,10,594.9,Green
BSP1800648,2018,CD,Air,ABO,FEDEX,,43289,FEDEX,66.45,43289,43289,43381,3,08/13/18,08/13/18,4,43289,08/14/18,08/14/18,7,804.24,Green
BSP1800647,2018,VIETNAM,Air,ABO,FEDEX,,43289,FEDEX,21.6,43259,43259,43320,2,43351,43351,1,43259,43351,43351,3,207.36,Green
BSP1800650,2018,MIA,Air,A31,ATLAS,,43320,DHL,10.5,43198,43289,43320,1,43351,43351,1,43198,43351,43351,5,493.54,Green
IMP1800654,2018,CQ,Sea,ABO_Wistron,CROATIA,,43381,DHL,3322.2,43381,08/16/18,09/19/18,40,09/20/18,09/20/18,2,43200,09/21/18,09/21/18,42,2150,Green
BSP1800643,2018,MIA,Air,A31,-,,43289,DHL,32,43259,43259,43289,1,43320,43320,1,43259,43320,43320,2,511.48,Green
BSP1800642,2018,MEM,Air,ABO,0,,43259,FEDEX,25.1,43259,43259,43320,2,43351,43351,1,43259,43351,43351,3,254.28,Green
BSP1800641,2018,MEM,Air,ABO,0,,43259,FEDEX,60.6,43259,43259,43381,4,08/13/18,08/13/18,4,43259,08/14/18,08/14/18,8,530.49,Green
IMP1800645,2018,CQ,Sea,ABO_Quanta,CMA CGM CARL ANTOINE,,43289,DHL,4728.6,08/13/18,08/23/18,09/26/18,44,09/28/18,09/28/18,6,43291,43141,43169,50,2175,Green
IMP1800646,2018,CQ,Sea,ABO_Quanta,CMA CGM CARL ANTOINE,,43289,DHL,4225.1,08/13/18,08/23/18,09/26/18,44,09/28/18,09/28/18,6,43291,43141,43169,50,2175,Green
IMP1800644,2018,CQ,Sea,ABO_Quanta,CMA CGM CARL ANTOINE,,43289,DHL,2546.5,08/13/18,08/23/18,09/26/18,44,09/28/18,09/28/18,6,43291,43141,43169,50,2175,Green
IMP1800649,2018,CQ,Air,ABO,,,43289,Asia Shipping,46,08/14/18,08/17/18,08/21/18,4,08/21/18,08/21/18,0,08/14/18,08/21/18,08/21/18,7,1118.8,Green
IMP1800651,2018,CQ,Sea,ABO,MSC ALBANY,,43320,DHL,16726,43381,08/14/18,09/17/18,38,09/25/18,09/25/18,11,43200,09/28/18,09/28/18,49,7300,Green
BSP1800638,2018,KUL,Air,ABO,,,43139,Agility,1261,07/30/18,43351,43442,3,08/13/18,08/13/18,2,07/30/18,08/14/18,08/14/18,15,7074.21,Green
IMP1800637,2018,CD,Air,A31_Wistron,,,43139,Asia Shipping,8.1,43167,43198,43381,6,08/13/18,08/13/18,4,43167,08/14/18,08/14/18,11,532.7,Green
BSP1800636,2018,MEM,Air,ABO,-,,43139,FEDEX,4.9,43108,43108,43167,2,43259,43259,3,43108,43259,43259,5,84.06,Green
BSP1800635,2018,MEM,Air,ABO,-,,43139,FEDEX,6,43108,43108,43167,2,43259,43259,3,43108,43259,43259,5,84.05,Green
BSP1800634,2018,MEM,Air,ABO,-,,43139,FEDEX,15.7,43108,43108,43167,2,43259,43259,3,43108,43259,43259,5,215.16,Green
IMP1800633,2018,CQ,Air,A31,,,43108,Asia Shipping,2700,43167,43228,43289,2,43289,43289,1,43167,43320,43320,5,651.84,Green
BSP1800632,2018,MIA,Air,A31,-,,43108,DHL,7.5,07/27/18,07/31/18,43108,1,43139,43139,1,07/27/18,43139,43139,6,493.54,Green
BSP1800631,2018,MEM,Air,ABO,0,,07/31/18,FEDEX,3.7,07/30/18,07/30/18,43139,3,43167,43167,1,07/30/18,43167,43259,4,74.86,Green
BSP1800630,2018,MIA,Air,A31,0,,07/31/18,DHL,17.5,07/30/18,07/31/18,43108,1,43108,43108,0,07/30/18,43108,43108,2,494.32,Green
BSP1800629,2018,MEM,Air,ABO,-,,07/30/18,FEDEX,6.4,07/30/18,07/31/18,43108,1,43139,43139,1,07/30/18,43139,43139,3,8769,Green
BSP1800625,2018,CQ,Air,ABO,,,07/27/18,Weida,65,07/30/18,43108,43320,7,43320,43320,0,07/30/18,43320,43320,9,748.75,Green
BSP1800624,2018,SHA,Air,ABO,,,07/27/18,CEVA,9.5,07/30/18,07/30/18,07/31/18,1,43108,43108,1,07/30/18,43108,43108,2,136,Green
IMP1800628,2018,CD,Air,A31,,,07/30/18,Asia Shipping,61.5,43108,43139,43289,5,43289,43289,1,43108,43320,43320,7,1341.68,Green
IMP1800640,2018,CQ,Air,ABO,,,43167,Asia Shipping,1157,43381,08/18/18,08/21/18,3,08/21/18,08/21/18,0,43381,08/21/18,08/21/18,11,16389.4,Green
BSP1800621,2018,MEM,Air,ABO,0,,07/26/18,FEDEX,6.06,07/26/18,07/26/18,07/27/18,1,07/30/18,07/30/18,3,07/26/18,07/30/18,07/30/18,4,11073,Green
BSP1800620,2018,MEM,Air,ABO,0,,07/26/18,FEDEX,18.28,07/26/18,07/26/18,07/27/18,1,07/30/18,07/30/18,3,07/26/18,07/30/18,07/30/18,4,215.16,Green
BSP1800619,2018,MEM,Air,ABO,0,,07/26/18,FEDEX,6.1,07/25/18,07/26/18,07/27/18,1,07/30/18,07/30/18,3,07/25/18,07/30/18,07/30/18,5,111.99,Green
BSP1800623,2018,MEM,Air,ABO,0,,07/26/18,FEDEX,1.86,07/26/18,07/26/18,07/27/18,1,07/30/18,07/30/18,3,07/26/18,07/30/18,07/30/18,4,49.35,Green
IMP1800626,2018,CQ,Sea,ABO,VANTAGE,,07/27/18,DHL,22303.96,07/31/18,43198,43321,39,43382,43382,10,09/24/18,09/18/18,09/14/18,49,9125,Green
BSP1800618,2018,SHA,Air,ABO,,,07/25/18,CEVA,98,07/26/18,07/27/18,07/28/18,2,07/30/18,07/30/18,2,07/26/18,07/30/18,07/30/18,4,621.07,Green
BSP1800617,2018,MEM,Air,ABO,0,,07/25/18,FEDEX,11,07/24/18,07/24/18,07/27/18,3,07/30/18,07/30/18,3,07/24/18,07/30/18,07/30/18,6,111.99,Green
IMP1800622,2018,KS,Air,A31,,,07/26/18,Asia Shipping,29,07/30/18,43108,43167,2,43167,43167,3,07/30/18,43259,43259,7,624.05,Green
IMP1800615,2018,CD,Air,A31_Wistron,,,07/24/18,Asia Shipping,1200,07/25/18,07/26/18,07/31/18,5,43108,43108,1,07/25/18,43108,43108,7,657.92,Green
BSP1800614,2018,MEM,Air,ABO,0,,07/24/18,FEDEX,5.8,07/23/18,07/24/18,07/27/18,4,,43167,10,07/23/18,43259,,14,93.14,Red
BSP1800613,2018,MIA,Air,A31,0,,07/24/18,DHL,9.5,07/20/18,07/23/18,07/24/18,4,07/25/18,07/25/18,1,07/20/18,07/25/18,07/25/18,5,493.54,Green
